instrument,gate_median_ms,tau_ms,policy,rejection_mode,timeout_rate,baseline_pnl_bps,gated_pnl_bps,net_impact_bps,n_foregone,bps_foregone,n_avoided,bps_avoided,n_scaled_timeout,bps_scaled_timeout_repricing_impact,covid_net_impact_bps,own_stress_net_impact_bps,rest_net_impact_bps
ETHUSD,30.0,10.0,H,uninformed,0.8794946550048591,9082.715372414143,-6749.206455529609,-15831.921827943745,239,166754.25251591444,668,150922.36100084722,,,-3909.5641067371394,3059.940667763027,-14982.298388969633
ETHUSD,30.0,10.0,H,informed,0.8794946550048591,9082.715372414143,-3648.3012279464897,-12731.016600360632,238,166261.56742278812,670,153530.58339314928,,,-3909.5641067371394,3744.9747537385138,-12566.427247361999
ETHUSD,30.0,10.0,S,uninformed,0.8794946550048591,9082.715372414143,1019.7300585891271,-8062.985313825014,1,492.6850931263412,1,199.4686604128233,905.0,-0.40102705813641426,-1954.819804746691,1529.9400047942183,-7638.1055138725405
ETHUSD,30.0,10.0,S,informed,0.8794946550048591,9082.715372414143,4120.635286172246,-4962.080086241892,0,0.0,3,2807.691052714882,905.0,-0.40102705813641426,-1954.819804746691,2214.9740907697055,-5222.234372264907
ETHUSD,30.0,25.0,H,uninformed,0.5733722060252673,9082.715372414143,-5700.908435410054,-14783.623807824186,160,113398.00041889591,434,98614.86985702915,,,-5413.070450422674,2404.9663213928675,-11775.519678794382
ETHUSD,30.0,25.0,H,informed,0.5733722060252673,9082.715372414143,2074.435725985334,-7008.279646428799,159,112905.31532576957,442,105897.51583671164,,,-4515.218070435296,3715.694610516741,-6208.756186510243
ETHUSD,30.0,25.0,S,uninformed,0.5733722060252673,9082.715372414143,2148.4301007950035,-6934.285271619133,1,492.6850931263412,3,1409.4486793023511,590.0,-0.6085378163203392,-2706.627029392426,1202.413667519454,-5430.0719097461615
ETHUSD,30.0,25.0,S,informed,0.5733722060252673,9082.715372414143,9923.774262190393,841.0588897762559,0,0.0,11,8692.09465898484,590.0,-0.6085378163203392,-1808.7746494050482,2513.141956643327,136.69158253797718
ETHUSD,30.0,50.0,H,uninformed,0.33138969873663754,9082.715372414143,-4688.791548016352,-13771.506920430485,104,69906.17733758345,249,56135.997665922056,,,9.594726086108835,987.8257907688317,-14768.927437285425
ETHUSD,30.0,50.0,H,informed,0.33138969873663754,9082.715372414143,5187.552293742188,-3895.163078671947,100,68842.14717916852,255,64948.29819231302,,,1753.001961530298,3008.4860842549333,-8656.651124457178
ETHUSD,30.0,50.0,S,uninformed,0.33138969873663754,9082.715372414143,2909.6770817361885,-6173.038290677944,4,1064.0301584149038,8,2492.052531301174,341.0,-0.6323925212819173,4.634812533607715,493.7934190258953,-6671.466522237446
ETHUSD,30.0,50.0,S,informed,0.33138969873663754,9082.715372414143,12786.020923494727,3703.305551080597,0,0.0,14,11304.353057692138,341.0,-0.6323925212819173,1748.042047977797,2514.4537125119973,-559.1902094091968
ETHUSD,30.0,100.0,H,uninformed,0.1379980563654033,9082.715372414143,6944.728008490332,-2137.987363923802,43,27297.33041231098,113,25161.99472737037,,,197.8781329227793,-1292.6463456903775,-1043.2191511562032
ETHUSD,30.0,100.0,H,informed,0.1379980563654033,9082.715372414143,20114.944006361595,11032.228633947456,39,26233.300253896075,121,37268.011893521034,,,1523.1505941917221,1832.932567183585,7676.145472572149
ETHUSD,30.0,100.0,S,uninformed,0.1379980563654033,9082.715372414143,8935.246086993635,-147.46928542049682,4,1064.0301584149038,10,2910.1058435917816,142.0,-0.1876065554462052,307.7953190199421,-646.4936381069522,191.2290336665128
ETHUSD,30.0,100.0,S,informed,0.1379980563654033,9082.715372414143,22105.462084864892,13022.74671245076,0,0.0,18,15016.123009742452,142.0,-0.1876065554462052,1633.067780288885,2479.085274767011,8910.593657394864
ETHUSD,30.0,250.0,H,uninformed,0.014577259475218658,9082.715372414143,9378.793088984647,296.07771657052126,11,4934.589305306759,20,5233.157134819995,,,417.662393236437,-0.39505588041057926,-121.18962078550499
ETHUSD,30.0,250.0,H,informed,0.014577259475218658,9082.715372414143,24227.702727017488,15144.98735460336,6,3682.4478942261853,29,18829.849649249947,,,1742.93485450538,4014.804045995977,9387.248454102004
ETHUSD,30.0,250.0,S,uninformed,0.014577259475218658,9082.715372414143,10162.633643244497,1079.9182708303651,5,1252.141411080574,11,3118.650352221458,15.0,-0.1300015539795254,417.662393236437,-0.39505588041057926,662.6509334743392
ETHUSD,30.0,250.0,S,informed,0.014577259475218658,9082.715372414143,25011.543281277332,15928.827908863204,0,0.0,20,16715.342866651412,15.0,-0.1300015539795254,1742.93485450538,4014.804045995977,10171.089008361847
ETHUSD,150.0,10.0,H,uninformed,0.9951409135082604,9082.715372414143,-803.3497293773598,-9886.065101791504,267,183050.23809115734,757,173164.17202912385,,,-2975.820909036428,4350.679541983793,-11260.923734738866
ETHUSD,150.0,10.0,H,informed,0.9951409135082604,9082.715372414143,-803.3497293773598,-9886.065101791504,267,183050.23809115734,757,173164.17202912385,,,-2975.820909036428,4350.679541983793,-11260.923734738866
ETHUSD,150.0,10.0,S,uninformed,0.9951409135082604,9082.715372414143,4139.2458408447455,-4943.469531569393,0,0.0,0,0.0,1024.0,-0.43746079464266463,-1487.9478050490711,2175.3051430150767,-5630.826869535399
ETHUSD,150.0,10.0,S,informed,0.9951409135082604,9082.715372414143,4139.2458408447455,-4943.469531569393,0,0.0,0,0.0,1024.0,-0.43746079464266463,-1487.9478050490711,2175.3051430150767,-5630.826869535399
ETHUSD,150.0,25.0,H,uninformed,0.9650145772594753,9082.715372414143,-4001.210914181353,-13083.92628659549,262,179704.47613528027,731,166620.67756070703,,,-3416.2138016554854,3665.62956233742,-13333.342047277427
ETHUSD,150.0,25.0,H,informed,0.9650145772594753,9082.715372414143,-3316.1609345349802,-12398.87630694912,262,179704.47613528027,732,167305.70767205523,,,-3416.2138016554854,4350.679541983793,-13333.342047277427
ETHUSD,150.0,25.0,S,uninformed,0.9650145772594753,9082.715372414143,2539.6796373427683,-6543.0357350713675,0,0.0,0,0.0,993.0,-1.0087357625147133,-1708.2013423408266,1832.7333966275028,-6667.567789358046
ETHUSD,150.0,25.0,S,informed,0.9650145772594753,9082.715372414143,3224.729616989141,-5857.985755424996,0,0.0,1,685.0301113482018,993.0,-1.0087357625147133,-1708.2013423408266,2517.783376273875,-6667.567789358046
ETHUSD,150.0,50.0,H,uninformed,0.8794946550048591,9082.715372414143,-6749.327690801174,-15832.043063215311,239,166754.25251591444,668,150922.36100084722,,,-3909.560298781171,3059.9139504129544,-14982.396714847097
ETHUSD,150.0,50.0,H,informed,0.8794946550048591,9082.715372414143,-3648.4314973668743,-12731.14686978101,238,166261.56742278812,670,153530.58339314928,,,-3909.560298781171,3744.963930059327,-12566.55050105917
ETHUSD,150.0,50.0,S,uninformed,0.8794946550048591,9082.715372414143,1018.0047150850755,-8064.710657329058,1,492.6850931263412,1,199.4686604128233,905.0,-2.0051352906191435,-1954.9689060884975,1529.8053321891225,-7639.547083429688
ETHUSD,150.0,50.0,S,informed,0.8794946550048591,9082.715372414143,4118.900908519376,-4963.814463894758,0,0.0,3,2807.691052714882,905.0,-2.0051352906191435,-1954.9689060884975,2214.8553118354953,-5223.70086964176
ETHUSD,150.0,100.0,H,uninformed,0.6588921282798834,9082.715372414143,-8953.250844825303,-18035.96621723944,180,130795.63168394606,501,112761.96133157074,,,-4306.504726354984,2114.9941884381115,-15844.455679322567
ETHUSD,150.0,100.0,H,informed,0.6588921282798834,9082.715372414143,-1729.1414521824606,-10811.856824596594,179,130302.94659081972,509,119493.25418105863,,,-4306.504726354984,3425.7329865526663,-9931.085084794282
ETHUSD,150.0,100.0,S,uninformed,0.6588921282798834,9082.715372414143,346.18350388490944,-8736.531868529226,1,492.6850931263412,2,1062.9439263682918,678.0,-2.530244098424427,-2153.629378122027,1057.2157457189899,-7640.118236126187
ETHUSD,150.0,100.0,S,informed,0.6588921282798834,9082.715372414143,7570.2928965277515,-1512.4224758863847,0,0.0,10,7794.236775856181,678.0,-2.530244098424427,-2153.629378122027,2367.9545438335435,-1726.747641597903
ETHUSD,150.0,250.0,H,uninformed,0.33138969873663754,9082.715372414143,-4694.100513333038,-13776.815885747179,104,69906.17733758345,249,56135.997665922056,,,9.193983675808568,987.7890874859188,-14773.798956908908
ETHUSD,150.0,250.0,H,informed,0.33138969873663754,9082.715372414143,5182.295954760495,-3900.4194176536384,100,68842.14717916852,255,64948.29819231302,,,1752.6101749505692,3008.486750348071,-8661.516342952284
ETHUSD,150.0,250.0,S,uninformed,0.33138969873663754,9082.715372414143,2901.8385463343875,-6180.87682607975,4,1064.0301584149038,8,2492.052531301174,341.0,-3.1619626063993254,3.784242710658191,493.29716107555544,-6677.9582298659625
ETHUSD,150.0,250.0,S,informed,0.33138969873663754,9082.715372414143,12778.235014427928,3695.519642013786,0,0.0,14,11304.353057692138,341.0,-3.1619626063993254,1747.2004339854188,2513.9948239377077,-565.6756159093395
